ClientCompany,Division,Region,ServiceType,ServiceCost,CustomerName,CustomerContact,CustomerAddress,DateInterviewed,InvoiceDate,WorkOrderCloseDate,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,AverageScore,NPS_Label,WasQueueLong,WasStaffPolite,UsedMobileBanking,IssueResolved,WaitTimeCategory
Lee PLC,Regional Branch,Ohio,Loan Services,1968.04,Michael Gibson,233.515.3176,"8878 Snyder Common, South Brandonport, IN 36770",2024-04-01,2024-04-01,2024-05-26,9,6,7,8,4,6,6.666666666666667,Detractor,True,True,False,True,short
"Hall, Davis and Brown",Headquarters,Ohio,Loan Services,4351.07,Mr. Joshua Parker,(997)890-2595x465,"01681 Coleman Orchard Suite 575, Lauraberg, AK 16453",2024-08-06,2024-08-06,2024-08-30,9,7,8,7,10,7,8.0,Passive,False,True,False,True,long
"Morales, Mccann and Brooks",Headquarters,Texas,Investment Services,3231.84,Frank Lawson,+1-947-718-2976x41025,"3296 Eric Heights Suite 327, East Mistymouth, FL 28961",2024-09-03,2024-09-03,2024-09-13,10,6,10,4,10,7,7.833333333333333,Passive,True,True,False,True,medium
Cabrera and Sons,Headquarters,Pennsylvania,Account Opening,2757.3,Daniel Carter,2994593049,"86304 Andrea Lodge, North Ann, IA 58087",2024-07-21,2024-07-21,2024-10-04,4,7,5,6,7,9,6.333333333333333,Detractor,True,True,True,True,short
"Goodman, Leonard and Wells",Regional Branch,Texas,Online Banking,3207.6,Frederick Johnson,5135877881,"PSC 3164, Box 1741, APO AP 75464",2024-12-08,2024-12-08,2024-12-24,8,5,6,10,6,10,7.5,Passive,True,True,True,True,short
Smith-Harris,Regional Branch,Illinois,Online Banking,2756.94,Mrs. Lisa Evans DDS,(842)647-9771,"380 Sarah Shoal, South Rebecca, NV 24783",2024-09-02,2024-09-02,2024-11-09,8,10,10,7,7,7,8.166666666666666,Passive,False,True,True,True,long
Martin-Hill,Headquarters,New York,Investment Services,3337.96,Julie Hamilton,001-374-636-1583,"6849 Daniel Neck, Laurashire, AR 08059",2024-04-30,2024-04-30,2024-06-04,9,8,9,10,8,8,8.666666666666666,Passive,False,True,False,True,long
"Anderson, Mendoza and Daniels",Regional Branch,Ohio,Account Opening,1481.09,Antonio Saunders,598.928.6908x773,"479 Beck Spring Suite 967, North Lauren, OH 54760",2024-05-11,2024-05-11,2024-12-03,2,8,7,6,8,7,6.333333333333333,Detractor,True,False,True,True,long
"Warren, Koch and Hill",Headquarters,New York,Loan Services,4127.78,Melissa Barnes,508.636.3650,"113 Christine Canyon, Johnsonborough, MN 10127",2024-12-07,2024-12-07,2024-12-16,8,6,9,7,9,7,7.666666666666667,Passive,False,True,True,True,long
"Green, Cruz and Salas",Regional Branch,Ohio,Investment Services,2350.17,Stacy Andrews,832-485-4472,"392 Miller Road, Hughesfort, NY 50188",2024-05-13,2024-05-13,2024-12-13,8,8,8,7,4,7,7.0,Passive,False,True,True,True,medium
Williams-Smith,Headquarters,Illinois,Online Banking,3793.82,Danielle Wiggins,308.837.2210,"928 Wendy Valleys, East Scottport, WV 35028",2024-03-13,2024-03-13,2024-10-20,7,7,9,6,4,7,6.666666666666667,Detractor,False,True,True,True,short
Ward and Sons,Headquarters,Florida,Online Banking,2515.83,Robert Henderson,6489271270,"167 Laura Camp Apt. 681, Kendraview, RI 70924",2024-07-21,2024-07-21,2024-11-15,6,7,8,7,8,10,7.666666666666667,Passive,False,True,False,True,short
Buckley PLC,Headquarters,New York,Account Opening,2657.12,Margaret Peterson,(748)730-0000x9517,"4177 Mary Knoll Apt. 339, Pearsonhaven, WA 72062",2024-11-26,2024-11-26,2024-12-25,8,6,6,6,7,8,6.833333333333333,Detractor,False,True,True,True,short
Campbell-Hardin,Headquarters,Georgia,Account Opening,5349.08,Cody Martin,+1-303-266-7687x854,"71853 Joseph Road Apt. 320, South Julie, DE 85517",2024-03-09,2024-03-09,2024-11-18,6,7,7,8,8,10,7.666666666666667,Passive,False,False,True,True,medium
Neal Ltd,Online Division,California,Loan Services,573.61,Deborah Christensen,5765846641,"65717 Santos Expressway Apt. 067, South Aaronberg, AR 69765",2024-06-13,2024-06-13,2024-09-30,3,7,10,4,1,9,5.666666666666667,Detractor,False,True,False,True,short
Diaz LLC,Headquarters,New York,Online Banking,3243.66,Michael Hernandez,308-572-4535x21062,"99991 Belinda Mill Apt. 150, Huntfort, VA 37600",2024-12-15,2024-12-15,2024-12-30,5,6,6,8,6,8,6.5,Detractor,False,True,False,True,short
Campbell Group,Regional Branch,Illinois,Branch Services,145.37,Kelly Hayes,562-861-8883x5595,"999 Sarah Turnpike Suite 328, East Jonathan, OR 11933",2024-07-26,2024-07-26,2024-09-30,6,5,7,6,9,4,6.166666666666667,Detractor,False,True,True,True,short
"Buckley, Grant and Graham",Regional Branch,Illinois,Branch Services,3045.49,Andre Mcdaniel,8989499042,"66450 Glover Overpass Suite 082, Charlesport, MP 46228",2024-08-20,2024-08-20,2024-09-27,9,10,7,8,4,3,6.833333333333333,Detractor,True,True,True,True,long
Phillips-Stokes,Online Division,Pennsylvania,Online Banking,3844.77,Kimberly Brennan,479-572-6913,"5604 Tanya Fords Apt. 854, Fernandeztown, FM 68110",2024-02-27,2024-02-27,2024-08-27,7,10,5,9,10,8,8.166666666666666,Passive,True,True,False,True,long
Hernandez-Weber,Online Division,Pennsylvania,Branch Services,3276.58,Nathan Gibbs,246.208.8308,"5175 Shannon Brook, Chamberschester, WA 93388",2024-10-17,2024-10-17,2024-10-31,8,4,10,6,9,4,6.833333333333333,Detractor,True,True,True,True,medium
"Stokes, Hernandez and Lopez",Regional Branch,Florida,Branch Services,1820.54,Tyler Mack,809-770-1503x06990,"8870 Troy Knolls Suite 462, East Julie, MP 77287",2024-04-26,2024-04-26,2024-11-10,10,7,10,7,4,9,7.833333333333333,Passive,False,True,True,True,short
"Jones, Neal and Jones",Online Division,Pennsylvania,Account Opening,2410.11,Anna Bennett,904-246-0674,"20352 Friedman Highway, Parkberg, VA 64495",2024-11-04,2024-11-04,2024-11-10,9,8,4,8,10,8,7.833333333333333,Passive,True,True,True,True,long
Fowler Group,Headquarters,New York,Loan Services,2942.48,Juan Rocha,001-729-316-1057x59345,"6642 Nina Mountains Apt. 057, Justinburgh, KS 79738",2024-11-26,2024-11-26,2024-12-25,10,8,8,5,8,10,8.166666666666666,Passive,True,True,True,True,medium
Shepherd PLC,Regional Branch,Georgia,Branch Services,2163.94,Scott Johnston,625-385-7884,"925 Courtney Street, Alvareztown, AK 80161",2024-12-10,2024-12-10,2024-12-23,10,7,6,9,7,9,8.0,Passive,False,True,True,True,short
Love Group,Headquarters,Georgia,Account Opening,2708.24,Daniel Mcdonald,246-365-2909x5460,"0449 Contreras Coves Apt. 158, Josephport, VA 26869",2024-12-07,2024-12-07,2024-12-28,7,8,8,4,5,9,6.833333333333333,Detractor,False,False,True,True,medium
Burton Inc,Regional Branch,Pennsylvania,Account Opening,2867.86,Roger Smith,(441)545-2822x87641,"5640 Erin Square, West Matthewside, IN 99376",2024-07-18,2024-07-18,2024-10-21,6,5,5,3,7,6,5.333333333333333,Detractor,False,True,True,True,short
Rodriguez LLC,Headquarters,California,Account Opening,2033.41,Lynn Weber,479.913.9589,"406 Angela Manors, Aaronshire, WV 03771",2024-06-15,2024-06-15,2024-07-26,7,8,10,4,10,9,8.0,Passive,True,True,True,True,medium
Johnson-Ward,Online Division,Texas,Branch Services,2220.91,Megan Morgan,(546)233-0522x81811,"3194 Martinez Glens Suite 040, West Amanda, GU 21779",2024-03-03,2024-03-03,2024-04-29,8,7,8,10,9,9,8.5,Passive,False,True,False,True,medium
Stevenson-Jones,Regional Branch,California,Loan Services,2569.69,Linda Nunez,725.389.2921,"527 Kim Meadows, Davishaven, IN 12294",2024-06-17,2024-06-17,2024-11-21,5,7,10,4,5,8,6.5,Detractor,True,True,False,True,medium
"Espinoza, Archer and Vasquez",Online Division,Georgia,Investment Services,2015.35,Stephanie Anderson,(656)989-8948x2177,"615 Vicki Viaduct, Kathleenfurt, MP 42478",2024-05-31,2024-05-31,2024-10-30,6,7,5,6,9,5,6.333333333333333,Detractor,False,True,False,True,short
Wade-Mullen,Online Division,Ohio,Investment Services,1402.13,Frances Hall,984.695.6056,"54693 Gregory Burgs Apt. 102, Lake Mariaburgh, MI 67570",2024-07-21,2024-07-21,2024-11-18,6,9,7,7,8,4,6.833333333333333,Detractor,True,True,True,True,medium
"Harris, Lee and Wall",Online Division,Illinois,Investment Services,3494.71,Thomas Rose,001-336-660-6867x3421,"6724 William Plaza, North Loganside, WA 30342",2024-02-09,2024-02-09,2024-12-20,8,7,10,5,10,8,8.0,Passive,False,True,False,True,short
"Anderson, Atkins and Joseph",Regional Branch,New York,Branch Services,2663.45,Cassandra Adams,778-954-2165x5683,"902 Carter Cape, North Natalieside, OR 43555",2024-08-29,2024-08-29,2024-09-10,7,7,10,5,6,10,7.5,Passive,True,False,False,True,long
Dalton Group,Headquarters,Pennsylvania,Account Opening,2404.47,Jonathan Nichols,+1-803-294-4775x9765,"80935 Jensen Square Suite 907, South Michelleton, VA 72622",2024-05-05,2024-05-05,2024-12-26,9,10,7,9,5,9,8.166666666666666,Passive,False,False,True,True,short
Edwards-Kelly,Headquarters,Texas,Investment Services,3199.42,Lisa Holmes,651-695-1926x8829,"353 Walker Meadow, Marciaberg, UT 57428",2024-06-23,2024-06-23,2024-12-09,8,6,4,9,3,7,6.166666666666667,Detractor,False,False,True,True,long
Weiss-Bradshaw,Headquarters,Ohio,Branch Services,3941.18,Mrs. Maria Harmon DDS,(500)794-7913x7933,"PSC 8840, Box 9666, APO AA 09267",2024-07-28,2024-07-28,2024-09-14,8,10,10,6,8,7,8.166666666666666,Passive,True,True,False,True,short
Perez Ltd,Online Division,California,Branch Services,1417.82,Antonio Wright,581.582.4722x8345,"26821 Ramirez Road, South Natashaborough, MT 15999",2024-12-04,2024-12-04,2024-12-20,6,6,3,8,7,4,5.666666666666667,Detractor,False,True,False,True,short
Singleton PLC,Regional Branch,Pennsylvania,Online Banking,3404.21,Andrew Porter,+1-638-697-1698,"018 Philip Knolls, Port Ricky, MH 34789",2024-07-13,2024-07-13,2024-08-18,9,8,7,9,9,8,8.333333333333334,Passive,False,False,True,True,short
"Forbes, Davis and Marshall",Online Division,New York,Online Banking,2175.39,Michael Edwards MD,5773617222,"8117 Ball Summit, East Keithfurt, ME 19939",2024-06-08,2024-06-08,2024-08-07,8,10,6,10,6,8,8.0,Passive,True,True,True,True,medium
"Rice, James and Martinez",Regional Branch,Florida,Loan Services,2327.51,Amanda Harris,382.678.2206x42978,"83740 Veronica Ramp Suite 201, Denisefurt, LA 08409",2024-01-23,2024-01-23,2024-12-24,8,4,6,5,8,9,6.666666666666667,Detractor,True,True,False,False,medium
Hernandez-Rodriguez,Online Division,California,Loan Services,3646.01,Kevin Sosa,(234)891-1246,"USNS Patterson, FPO AP 94967",2024-12-06,2024-12-06,2024-12-16,3,10,8,6,8,8,7.166666666666667,Passive,False,True,False,True,short
Owens-Gregory,Regional Branch,New York,Branch Services,2333.15,Michael Lee,001-322-712-2590x908,"8977 Ryan Meadow Apt. 766, Smithton, PW 45746",2024-11-29,2024-11-29,2024-12-05,8,6,7,6,5,8,6.666666666666667,Detractor,False,True,False,True,medium
"Nguyen, Peterson and Roberts",Headquarters,Texas,Online Banking,3585.3,Mr. Tyler Long,+1-570-422-4046x2065,"719 Debbie Locks Suite 110, Gilbertside, ME 53582",2024-11-30,2024-11-30,2024-12-21,9,9,8,6,9,5,7.666666666666667,Passive,True,True,True,True,long
"Frost, Hooper and Mcpherson",Online Division,Florida,Loan Services,2099.33,Amber Henry,001-541-224-5848x1084,"Unit 3580 Box 5036, DPO AA 21074",2024-03-31,2024-03-31,2024-10-31,6,10,9,8,10,6,8.166666666666666,Passive,True,True,False,True,long
Conrad Group,Headquarters,California,Online Banking,3348.6,Tammy Schmidt,+1-670-536-4898x4979,"3900 Carrie Parks Apt. 351, Eduardofort, DE 14814",2024-04-27,2024-04-27,2024-05-28,7,9,7,7,9,9,8.0,Passive,False,True,True,True,medium
Ramirez-Meyer,Headquarters,Illinois,Loan Services,2331.65,Nicole Holden,8479198955,"928 Tina Rapids, Port Angelabury, OK 39037",2024-03-22,2024-03-22,2024-10-26,7,5,3,8,9,8,6.666666666666667,Detractor,False,True,False,True,short
Meyer LLC,Headquarters,Florida,Investment Services,1050.44,Caitlin Grant,229.512.0467x73305,"51213 Sara Lane Suite 052, Jacksonland, TX 21735",2024-08-16,2024-08-16,2024-11-16,7,3,10,5,10,9,7.333333333333333,Passive,True,True,True,True,short
Hardy-Ruiz,Online Division,Texas,Investment Services,2099.41,Ryan Huang,544.838.7672x78829,"PSC 4070, Box 2130, APO AP 74232",2024-07-05,2024-07-05,2024-07-30,5,8,6,8,7,4,6.333333333333333,Detractor,True,True,True,True,short
Walters Group,Regional Branch,Florida,Branch Services,769.53,Elizabeth Jenkins,8199451955,"55707 Bell Locks, New Tinaview, MS 68827",2024-12-01,2024-12-01,2024-12-18,8,6,6,9,10,7,7.666666666666667,Passive,True,True,False,True,medium
"Parks, Peterson and Warren",Headquarters,New York,Online Banking,2659.4,Michael Ray,001-285-262-1345x217,"652 Williams Brook, Owenmouth, ME 35162",2024-05-19,2024-05-19,2024-09-26,9,5,8,9,9,4,7.333333333333333,Passive,True,True,True,True,medium
"Williams, Montoya and Berg",Online Division,Illinois,Account Opening,2238.64,Adrian Richardson Jr.,+1-850-463-7444x538,"027 Chris River, Jamesfort, SC 62596",2024-01-03,2024-01-03,2024-09-24,6,8,8,10,7,7,7.666666666666667,Passive,False,True,True,True,medium
"Mata, Martinez and Cooley",Online Division,Pennsylvania,Account Opening,4149.67,Christopher Moon,001-537-736-4425x6546,"6021 Kennedy Glen Apt. 516, West Jeffreychester, NM 02634",2024-06-23,2024-06-23,2024-08-29,8,10,8,5,5,4,6.666666666666667,Detractor,True,True,False,True,short
Glover-Lin,Online Division,California,Investment Services,3662.05,Madison Vasquez,001-919-700-4572x953,"797 Beltran Squares, East Michael, AZ 30318",2024-05-05,2024-05-05,2024-10-08,10,10,9,10,6,5,8.333333333333334,Passive,False,False,True,True,medium
Lewis-Pittman,Regional Branch,New York,Account Opening,3850.08,John Waller,+1-352-765-1253,"Unit 4109 Box 2998, DPO AA 78282",2024-05-31,2024-05-31,2024-08-08,8,8,8,8,10,10,8.666666666666666,Passive,True,False,False,True,short
"Sims, White and Jones",Headquarters,New York,Investment Services,3544.22,Alison Curtis,620.627.6735,"969 Vanessa Glen Suite 156, Ryanfurt, KS 21369",2024-02-10,2024-02-10,2024-05-05,9,9,7,9,5,10,8.166666666666666,Passive,False,True,False,True,long
"Nelson, Hunt and Miller",Online Division,Illinois,Account Opening,1805.48,Victor Roman,(639)451-1718x063,"6745 Riley Canyon Apt. 001, East Kelsey, AL 76524",2024-09-12,2024-09-12,2024-11-04,8,6,9,7,4,8,7.0,Passive,False,False,True,False,long
Brown Group,Headquarters,Texas,Investment Services,2422.08,Samantha Patton,679-393-4779,"1354 Ward Island Apt. 846, Perezborough, MI 15888",2024-07-04,2024-07-04,2024-07-23,9,8,8,6,6,7,7.333333333333333,Passive,False,True,True,True,medium
Allen-Mitchell,Online Division,Florida,Online Banking,3856.7,Jacob Glover,342.672.6914x2519,"5465 Curtis Dam, Duncanfurt, GA 12786",2024-12-05,2024-12-05,2024-12-19,10,6,10,3,5,6,6.666666666666667,Detractor,True,True,False,False,long
Hernandez-Price,Regional Branch,Georgia,Branch Services,1647.49,Emily Mann,(260)422-5555,"209 Taylor Mountains Suite 704, Port Dustin, TN 52345",2024-06-14,2024-06-14,2024-07-07,4,8,7,8,9,8,7.333333333333333,Passive,True,True,True,True,medium
"Smith, Morrison and Smith",Headquarters,Texas,Investment Services,3657.76,Elizabeth Jackson,966-387-2059x2020,"119 April Brooks, Williamsside, TN 96650",2024-06-20,2024-06-20,2024-12-03,7,5,10,6,6,7,6.833333333333333,Detractor,True,True,True,True,medium
West PLC,Headquarters,Pennsylvania,Account Opening,2087.19,Nathan Contreras,955.698.0323,"USS Sampson, FPO AP 17672",2024-02-26,2024-02-26,2024-12-10,7,8,8,6,7,10,7.666666666666667,Passive,True,True,True,True,medium
Booth-Mendoza,Regional Branch,Ohio,Investment Services,3496.4,Alexis Dixon,231-216-5351x0686,"32779 Davidson Plains Apt. 730, Mccormickhaven, AS 82358",2024-02-27,2024-02-27,2024-08-25,10,10,10,5,9,7,8.5,Passive,False,True,False,True,short
White and Sons,Headquarters,Texas,Account Opening,2449.02,Shane Jones,299.916.7418,"116 Hurley Pike, Michaelfort, GU 75051",2024-09-21,2024-09-21,2024-11-09,8,9,9,6,9,6,7.833333333333333,Passive,False,True,True,True,short
Cook-Allen,Headquarters,Pennsylvania,Account Opening,3216.68,Nicholas Hall,862-539-7661x588,"07926 Caldwell Springs, Heatherberg, MO 22173",2024-03-27,2024-03-27,2024-10-05,7,7,9,5,10,4,7.0,Passive,False,True,False,True,short
"Monroe, Mccarthy and Morgan",Regional Branch,Georgia,Online Banking,2402.33,Victoria Gallagher,8397963917,"987 Davis Club, Port Jeffreyshire, TX 48844",2024-12-27,2024-12-27,2024-12-30,8,9,7,7,8,7,7.666666666666667,Passive,True,True,True,True,medium
Becker Inc,Headquarters,Illinois,Online Banking,4393.18,Kathy Hale,790.564.2639x164,"2694 Brown Extension, Katrinaberg, LA 86519",2024-04-13,2024-04-13,2024-07-01,9,9,6,7,7,5,7.166666666666667,Passive,True,True,True,True,short
Miller-Cooke,Regional Branch,Georgia,Investment Services,3360.16,Charles Butler,557.453.4640,"895 Howard Landing, Michaelport, VT 61067",2024-01-22,2024-01-22,2024-04-29,6,9,5,10,6,8,7.333333333333333,Passive,False,False,False,True,short
Wright-Dunn,Online Division,Ohio,Investment Services,3791.86,Christopher Jones DDS,558-567-2171x534,"059 Burns Spring, Mendozamouth, MT 55057",2024-08-03,2024-08-03,2024-09-25,6,9,5,10,8,6,7.333333333333333,Passive,False,True,True,True,short
Terry and Sons,Headquarters,Florida,Branch Services,2700.82,Sheila Henderson,(613)457-2444,"15592 Michelle Stravenue, East Lauren, WA 37905",2024-05-18,2024-05-18,2024-07-31,9,6,6,7,5,10,7.166666666666667,Passive,False,False,True,True,medium
Lawson Inc,Online Division,New York,Loan Services,2433.61,Joseph Spence,8836280754,"45007 Gonzales Pass Suite 440, West Bradleyfort, AZ 75843",2024-12-13,2024-12-13,2024-12-16,9,8,6,7,9,7,7.666666666666667,Passive,False,True,False,True,short
Giles LLC,Headquarters,Ohio,Investment Services,4193.11,Jennifer Murphy,+1-466-354-1646x53892,"737 Martin Locks Apt. 656, Sarahtown, DC 35808",2024-06-18,2024-06-18,2024-11-30,10,9,7,5,6,8,7.5,Passive,True,True,True,True,medium
"Shaw, Gordon and White",Headquarters,California,Loan Services,3545.79,Dustin White,+1-470-845-1426x771,"9172 David Cliff, Zacharytown, SD 47999",2024-08-27,2024-08-27,2024-12-18,3,7,8,7,10,8,7.166666666666667,Passive,True,True,False,True,short
Valenzuela Group,Online Division,Florida,Online Banking,4310.19,Anthony Garcia,(779)947-6361x69162,"87014 Johnson Keys Apt. 400, Emilyhaven, CT 82286",2024-11-11,2024-11-11,2024-12-13,7,9,10,10,5,7,8.0,Passive,True,True,True,True,short
Edwards Ltd,Headquarters,Georgia,Investment Services,2654.84,Courtney Stewart,(291)773-0019,"USNS Smith, FPO AP 47389",2024-03-16,2024-03-16,2024-04-24,8,9,6,8,3,10,7.333333333333333,Passive,True,True,False,True,long
Martin-King,Online Division,Texas,Online Banking,2487.63,Jonathan Chambers,+1-700-763-1180x80958,"74239 Jesse Springs Suite 340, Romeroberg, PA 81331",2024-01-15,2024-01-15,2024-09-08,8,7,10,2,7,7,6.833333333333333,Detractor,False,True,True,False,medium
"Reed, Abbott and David",Online Division,Texas,Loan Services,2546.36,Kevin Vargas,321-472-4508x006,"1827 Fox Flats Suite 499, Port Lynn, DE 97743",2024-11-03,2024-11-03,2024-12-15,10,6,9,8,10,6,8.166666666666666,Passive,True,True,True,True,short
Chaney Ltd,Regional Branch,Illinois,Loan Services,2267.03,Donna Gutierrez,(741)869-0546x5713,"21139 Smith Island, Fosterview, OR 93780",2024-09-13,2024-09-13,2024-12-08,10,8,4,6,8,9,7.5,Passive,True,False,True,True,medium
Murray PLC,Headquarters,Georgia,Online Banking,2320.77,Kim Smith,(481)834-6525,"3346 Amy Crossroad Suite 161, Port Lisaburgh, AS 07279",2024-01-16,2024-01-16,2024-11-27,2,9,5,3,2,9,5.0,Detractor,False,True,True,True,short
Perez Group,Headquarters,Georgia,Online Banking,3128.62,Carmen Lin,247.633.8989x8470,"9215 Roberts Locks, Herringfurt, GA 96078",2024-06-06,2024-06-06,2024-09-13,7,10,9,10,5,7,8.0,Passive,False,True,True,True,medium
Allen-Williams,Online Division,Florida,Account Opening,1383.29,Daniel Rivera,(569)569-2508x901,"42679 Richard Ridges, Barkerbury, MA 23886",2024-04-16,2024-04-16,2024-09-09,7,7,9,8,9,9,8.166666666666666,Passive,True,True,False,True,long
"Hunter, Williamson and Flores",Online Division,Illinois,Investment Services,5154.93,Thomas Collins,001-279-878-2146x78407,"390 Peterson Haven, Stevenborough, NH 97880",2024-03-30,2024-03-30,2024-08-18,7,6,8,6,10,7,7.333333333333333,Passive,True,True,False,False,short
Cooper-Baldwin,Regional Branch,Texas,Online Banking,2434.42,Mark Lawson PhD,001-760-829-4235x92471,"787 Cooke Dam Apt. 607, Austinmouth, CA 61999",2024-08-08,2024-08-08,2024-10-13,7,9,7,6,10,6,7.5,Passive,False,False,True,True,short
